id	label	namespace	icon	source
minecraft:bone	Bone	minecraft	launcher-assets\item-icons\minecraft\bone.png	1.20.1.jar
minecolonies:colonysign	Colony Sign	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:smooth_sandstone_slab	Smooth Sandstone Slab	minecraft		1.20.1.jar
minecraft:cyan_banner	Cyan Banner	minecraft		1.20.1.jar
minecraft:iron_golem_spawn_egg	Iron Golem Spawn Egg	minecraft		1.20.1.jar
domum_ornamentum:gray_floating_carpet	Gray Floating Carpet	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:gilded_blackstone	Gilded Blackstone	minecraft	launcher-assets\item-icons\minecraft\gilded_blackstone.png	1.20.1.jar
minecraft:jungle_leaves	Jungle Leaves	minecraft	launcher-assets\item-icons\minecraft\jungle_leaves.png	1.20.1.jar
minecraft:mangrove_sign	Mangrove Sign	minecraft	launcher-assets\item-icons\minecraft\mangrove_sign.png	1.20.1.jar
mca:white_crimson_crib	Berço de Carmesim Branco	mca	launcher-assets\item-icons\mca\white_crimson_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:polished_basalt	Polished Basalt	minecraft		1.20.1.jar
minecolonies:mint_tea	Mint Tea	minecolonies	launcher-assets\item-icons\minecolonies\mint_tea.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
mca:blueprint	Diagrama	mca	launcher-assets\item-icons\mca\blueprint.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:matchmakers_ring	Anel de casamenteiro(a)	mca	launcher-assets\item-icons\mca\matchmakers_ring.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:lime_wool	Lime Wool	minecraft	launcher-assets\item-icons\minecraft\lime_wool.png	1.20.1.jar
minecraft:cherry_pressure_plate	Cherry Pressure Plate	minecraft		1.20.1.jar
minecraft:netherite_sword	Netherite Sword	minecraft	launcher-assets\item-icons\minecraft\netherite_sword.png	1.20.1.jar
mca:book_family	Gerenciando sua família vol. XI	mca	launcher-assets\item-icons\mca\book_family.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
domum_ornamentum:paper_extra	Paper Extra	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:slime_ball	Slimeball	minecraft	launcher-assets\item-icons\minecraft\slime_ball.png	1.20.1.jar
minecraft:chiseled_sandstone	Chiseled Sandstone	minecraft	launcher-assets\item-icons\minecraft\chiseled_sandstone.png	1.20.1.jar
mca:villager_tracker_20	Villager Tracker 20	mca	launcher-assets\item-icons\mca\villager_tracker_20.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:gray_wool	Gray Wool	minecraft	launcher-assets\item-icons\minecraft\gray_wool.png	1.20.1.jar
mca:villager_tracker_09	Villager Tracker 09	mca	launcher-assets\item-icons\mca\villager_tracker_09.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:red_mangrove_crib	Berço de Mangue Vermelho	mca	launcher-assets\item-icons\mca\red_mangrove_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:stripped_crimson_stem	Stripped Crimson Stem	minecraft	launcher-assets\item-icons\minecraft\stripped_crimson_stem.png	1.20.1.jar
minecraft:cyan_stained_glass	Cyan Stained Glass	minecraft	launcher-assets\item-icons\minecraft\cyan_stained_glass.png	1.20.1.jar
minecraft:cut_sandstone_slab	Cut Sandstone Slab	minecraft		1.20.1.jar
minecraft:jungle_door	Jungle Door	minecraft	launcher-assets\item-icons\minecraft\jungle_door.png	1.20.1.jar
minecraft:zombie_spawn_egg	Zombie Spawn Egg	minecraft		1.20.1.jar
mca:red_oak_crib	Berço de Carvalho Vermelho	mca	launcher-assets\item-icons\mca\red_oak_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
domum_ornamentum:shingle_flat	Shingle Flat	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:purple_candle	Purple Candle	minecraft	launcher-assets\item-icons\minecraft\purple_candle.png	1.20.1.jar
minecraft:lectern	Lectern	minecraft		1.20.1.jar
minecolonies:blockhutbarrackstower	Barracks Tower	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:spruce_pressure_plate	Spruce Pressure Plate	minecraft		1.20.1.jar
minecraft:weathered_cut_copper	Weathered Cut Copper	minecraft	launcher-assets\item-icons\minecraft\weathered_cut_copper.png	1.20.1.jar
minecraft:purple_glazed_terracotta	Purple Glazed Terracotta	minecraft	launcher-assets\item-icons\minecraft\purple_glazed_terracotta.png	1.20.1.jar
mca:white_jungle_crib	Berço da Selva Branco	mca	launcher-assets\item-icons\mca\white_jungle_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:ghast_spawn_egg	Ghast Spawn Egg	minecraft		1.20.1.jar
minecolonies:garlic	Garlic	minecolonies	launcher-assets\item-icons\minecolonies\garlic.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:golden_shovel	Golden Shovel	minecraft	launcher-assets\item-icons\minecraft\golden_shovel.png	1.20.1.jar
minecraft:cobbled_deepslate	Cobbled Deepslate	minecraft	launcher-assets\item-icons\minecraft\cobbled_deepslate.png	1.20.1.jar
minecolonies:feta_cheese	Feta Cheese	minecolonies	launcher-assets\item-icons\minecolonies\feta_cheese.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecolonies:scepterpermission	Permission Scepter	minecolonies	launcher-assets\item-icons\minecolonies\scepterpermission.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:polished_blackstone_brick_stairs	Polished Blackstone Brick Stairs	minecraft		1.20.1.jar
domum_ornamentum:orange_brick_extra	Orange Brick Extra	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:light_weighted_pressure_plate	Light Weighted Pressure Plate	minecraft		1.20.1.jar
minecraft:beetroot	Beetroot	minecraft	launcher-assets\item-icons\minecraft\beetroot.png	1.20.1.jar
mca:white_spruce_crib	Berço de Abeto Branco	mca	launcher-assets\item-icons\mca\white_spruce_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:basalt	Basalt	minecraft		1.20.1.jar
minecraft:purple_stained_glass	Purple Stained Glass	minecraft	launcher-assets\item-icons\minecraft\purple_stained_glass.png	1.20.1.jar
minecraft:enchanting_table	Enchanting Table	minecraft		1.20.1.jar
minecraft:warped_fungus_on_a_stick	Warped Fungus on a Stick	minecraft	launcher-assets\item-icons\minecraft\warped_fungus_on_a_stick.png	1.20.1.jar
magicworld:varinha_magica	Magic Wand	magicworld	launcher-assets\item-icons\magicworld\varinha_magica.png	Magic_World_Mod_1.20.1-1.0.0.1.jar
minecraft:sculk_shrieker	Sculk Shrieker	minecraft		1.20.1.jar
minecraft:lime_stained_glass_pane	Lime Stained Glass Pane	minecraft	launcher-assets\item-icons\minecraft\lime_stained_glass_pane.png	1.20.1.jar
minecraft:orange_carpet	Orange Carpet	minecraft		1.20.1.jar
minecraft:birch_planks	Birch Planks	minecraft	launcher-assets\item-icons\minecraft\birch_planks.png	1.20.1.jar
minecolonies:large_milk_bottle	Large Milk Bottle	minecolonies	launcher-assets\item-icons\minecolonies\large_milk_bottle.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:green_terracotta	Green Terracotta	minecraft	launcher-assets\item-icons\minecraft\green_terracotta.png	1.20.1.jar
mca:red_jungle_crib	Berço da Selva Vermelha	mca	launcher-assets\item-icons\mca\red_jungle_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:light_gray_dark_oak_crib	Berço de Carvalho Escuro Cinza Claro	mca	launcher-assets\item-icons\mca\light_gray_dark_oak_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
domum_ornamentum:vanilla_slab_compat	Vanilla Slab Compat	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:cyan_concrete	Cyan Concrete	minecraft	launcher-assets\item-icons\minecraft\cyan_concrete.png	1.20.1.jar
minecraft:glistering_melon_slice	Glistering Melon Slice	minecraft	launcher-assets\item-icons\minecraft\glistering_melon_slice.png	1.20.1.jar
minecraft:spire_armor_trim_smithing_template	Spire Armor Trim Smithing Template	minecraft	launcher-assets\item-icons\minecraft\spire_armor_trim_smithing_template.png	1.20.1.jar
minecolonies:blockhutflorist	Flower Shop	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecolonies:bread_dough	Bread Dough	minecolonies	launcher-assets\item-icons\minecolonies\bread_dough.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
mca:deepslate_slanted_headstone	Lápide inclinada de ardósia	mca	launcher-assets\item-icons\mca\deepslate_slanted_headstone.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecolonies:blockhutfletcher	Fletcher's Hut	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:warped_planks	Warped Planks	minecraft	launcher-assets\item-icons\minecraft\warped_planks.png	1.20.1.jar
minecolonies:apple_pie	Apple Pie	minecolonies	launcher-assets\item-icons\minecolonies\apple_pie.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecolonies:blockhutbeekeeper	Apiary	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
mca:villager_tracker_17	Villager Tracker 17	mca	launcher-assets\item-icons\mca\villager_tracker_17.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:stone_hoe	Stone Hoe	minecraft	launcher-assets\item-icons\minecraft\stone_hoe.png	1.20.1.jar
minecraft:pufferfish_spawn_egg	Pufferfish Spawn Egg	minecraft		1.20.1.jar
minecraft:pumpkin_pie	Pumpkin Pie	minecraft	launcher-assets\item-icons\minecraft\pumpkin_pie.png	1.20.1.jar
minecraft:oak_pressure_plate	Oak Pressure Plate	minecraft		1.20.1.jar
minecraft:infested_chiseled_stone_bricks	Infested Chiseled Stone Bricks	minecraft		1.20.1.jar
mca:villager_tracker_13	Villager Tracker 13	mca	launcher-assets\item-icons\mca\villager_tracker_13.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:exposed_copper	Exposed Copper	minecraft	launcher-assets\item-icons\minecraft\exposed_copper.png	1.20.1.jar
minecraft:suspicious_gravel	Suspicious Gravel	minecraft		1.20.1.jar
mca:brown_acacia_crib	Berço de Acácia Marrom	mca	launcher-assets\item-icons\mca\brown_acacia_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:female_zombie_villager_spawn_egg	Ovo gerador de aldeã zumbi	mca		minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:polished_granite	Polished Granite	minecraft	launcher-assets\item-icons\minecraft\polished_granite.png	1.20.1.jar
domum_ornamentum:fence_gate/fence_gate_spec	Fence Gate Fence Gate Spec	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:red_sandstone	Red Sandstone	minecraft	launcher-assets\item-icons\minecraft\red_sandstone.png	1.20.1.jar
minecraft:tube_coral	Tube Coral	minecraft	launcher-assets\item-icons\minecraft\tube_coral.png	1.20.1.jar
minecraft:beehive	Beehive	minecraft		1.20.1.jar
mca:green_spruce_crib	Berço de Abeto Verde	mca	launcher-assets\item-icons\mca\green_spruce_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:stripped_jungle_wood	Stripped Jungle Wood	minecraft		1.20.1.jar
structurize:blocktagsubstitution	Tag Anchor Block	structurize	launcher-assets\item-icons\structurize\blocktagsubstitution.png	structurize-1.20.1-1.0.812-snapshot.jar
mca:cross_headstone	Lápide em cruz	mca		minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:bedrock	Bedrock	minecraft	launcher-assets\item-icons\minecraft\bedrock.png	1.20.1.jar
mca:purple_dark_oak_crib	Berço de Carvalho Escuro Roxo	mca	launcher-assets\item-icons\mca\purple_dark_oak_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:diamond_chestplate	Diamond Chestplate	minecraft	launcher-assets\item-icons\minecraft\diamond_chestplate.png	1.20.1.jar
minecraft:melon	Melon	minecraft		1.20.1.jar
minecraft:writable_book	Book and Quill	minecraft	launcher-assets\item-icons\minecraft\writable_book.png	1.20.1.jar
minecraft:cut_copper_stairs	Cut Copper Stairs	minecraft		1.20.1.jar
minecraft:acacia_planks	Acacia Planks	minecraft	launcher-assets\item-icons\minecraft\acacia_planks.png	1.20.1.jar
minecraft:pink_dye	Pink Dye	minecraft	launcher-assets\item-icons\minecraft\pink_dye.png	1.20.1.jar
mca:red_bamboo_crib	Berço de Bambu Vermelho	mca	launcher-assets\item-icons\mca\red_bamboo_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:male_villager_spawn_egg	Ovo gerador de aldeão	mca		minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:endermite_spawn_egg	Endermite Spawn Egg	minecraft		1.20.1.jar
minecraft:magenta_shulker_box	Magenta Shulker Box	minecraft	launcher-assets\item-icons\minecraft\magenta_shulker_box.png	1.20.1.jar
minecraft:stripped_acacia_wood	Stripped Acacia Wood	minecraft		1.20.1.jar
structurize:buildtoolplusplus	Buildtoolplusplus	structurize	launcher-assets\item-icons\structurize\buildtoolplusplus.png	structurize-1.20.1-1.0.812-snapshot.jar
minecraft:pitcher_pod	Pitcher Pod	minecraft	launcher-assets\item-icons\minecraft\pitcher_pod.png	1.20.1.jar
minecraft:dragon_head	Dragon Head	minecraft		1.20.1.jar
minecraft:purpur_slab	Purpur Slab	minecraft		1.20.1.jar
minecolonies:golden_bread	Golden Bread	minecolonies	launcher-assets\item-icons\minecolonies\golden_bread.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
mca:book_cult_ancient	Os Sirbens anciões	mca	launcher-assets\item-icons\mca\book_cult_ancient.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:crimson_hyphae	Crimson Hyphae	minecraft		1.20.1.jar
domum_ornamentum:double_crossed	Double Crossed	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:jungle_pressure_plate	Jungle Pressure Plate	minecraft		1.20.1.jar
minecraft:brain_coral_block	Brain Coral Block	minecraft	launcher-assets\item-icons\minecraft\brain_coral_block.png	1.20.1.jar
minecraft:charcoal	Charcoal	minecraft	launcher-assets\item-icons\minecraft\charcoal.png	1.20.1.jar
domum_ornamentum:panel	Panel	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:pumpkin_seeds	Pumpkin Seeds	minecraft	launcher-assets\item-icons\minecraft\pumpkin_seeds.png	1.20.1.jar
structurize:blocksubstitution	Placeholder Block	structurize	launcher-assets\item-icons\structurize\blocksubstitution.png	structurize-1.20.1-1.0.812-snapshot.jar
minecraft:light_gray_terracotta	Light Gray Terracotta	minecraft	launcher-assets\item-icons\minecraft\light_gray_terracotta.png	1.20.1.jar
minecraft:tropical_fish_spawn_egg	Tropical Fish Spawn Egg	minecraft		1.20.1.jar
minecraft:iron_boots	Iron Boots	minecraft	launcher-assets\item-icons\minecraft\iron_boots.png	1.20.1.jar
minecraft:string	String	minecraft	launcher-assets\item-icons\minecraft\string.png	1.20.1.jar
minecraft:oak_trapdoor	Oak Trapdoor	minecraft	launcher-assets\item-icons\minecraft\oak_trapdoor.png	1.20.1.jar
minecraft:sniffer_spawn_egg	Sniffer Spawn Egg	minecraft		1.20.1.jar
minecraft:stripped_cherry_log	Stripped Cherry Log	minecraft	launcher-assets\item-icons\minecraft\stripped_cherry_log.png	1.20.1.jar
mca:villager_tracker_14	Villager Tracker 14	mca	launcher-assets\item-icons\mca\villager_tracker_14.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecolonies:blockhutsifter	Sifter	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
mca:pink_oak_crib	Berço de Carvalho Rosa	mca	launcher-assets\item-icons\mca\pink_oak_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:infested_cracked_stone_bricks	Infested Cracked Stone Bricks	minecraft		1.20.1.jar
minecraft:flowering_azalea	Flowering Azalea	minecraft		1.20.1.jar
minecraft:mossy_cobblestone	Mossy Cobblestone	minecraft	launcher-assets\item-icons\minecraft\mossy_cobblestone.png	1.20.1.jar
minecraft:music_disc_11	Music Disc	minecraft	launcher-assets\item-icons\minecraft\music_disc_11.png	1.20.1.jar
minecraft:terracotta	Terracotta	minecraft	launcher-assets\item-icons\minecraft\terracotta.png	1.20.1.jar
minecraft:polished_blackstone_brick_wall	Polished Blackstone Brick Wall	minecraft		1.20.1.jar
minecraft:smoker	Smoker	minecraft		1.20.1.jar
domum_ornamentum:side_framed	Side Framed	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:light_blue_shulker_box	Light Blue Shulker Box	minecraft	launcher-assets\item-icons\minecraft\light_blue_shulker_box.png	1.20.1.jar
minecraft:brush_brushing_2	Brush Brushing 2	minecraft	launcher-assets\item-icons\minecraft\brush_brushing_2.png	1.20.1.jar
minecraft:chiseled_nether_bricks	Chiseled Nether Bricks	minecraft	launcher-assets\item-icons\minecraft\chiseled_nether_bricks.png	1.20.1.jar
minecraft:jungle_hanging_sign	Jungle Hanging Sign	minecraft	launcher-assets\item-icons\minecraft\jungle_hanging_sign.png	1.20.1.jar
minecraft:brush_brushing_0	Brush Brushing 0	minecraft	launcher-assets\item-icons\minecraft\brush_brushing_0.png	1.20.1.jar
mca:magenta_cherry_crib	Berço de Cerejeira Magenta	mca	launcher-assets\item-icons\mca\magenta_cherry_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:villager_tracker_12	Villager Tracker 12	mca	launcher-assets\item-icons\mca\villager_tracker_12.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:orange_spruce_crib	Berço de Abeto Laranja	mca	launcher-assets\item-icons\mca\orange_spruce_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:warped_hyphae	Warped Hyphae	minecraft		1.20.1.jar
minecraft:lime_carpet	Lime Carpet	minecraft		1.20.1.jar
minecraft:spore_blossom	Spore Blossom	minecraft	launcher-assets\item-icons\minecraft\spore_blossom.png	1.20.1.jar
minecraft:dead_horn_coral_fan	Dead Horn Coral Fan	minecraft	launcher-assets\item-icons\minecraft\dead_horn_coral_fan.png	1.20.1.jar
minecraft:porkchop	Raw Porkchop	minecraft	launcher-assets\item-icons\minecraft\porkchop.png	1.20.1.jar
minecraft:lantern	Lantern	minecraft	launcher-assets\item-icons\minecraft\lantern.png	1.20.1.jar
minecolonies:eggplant	Eggplant	minecolonies	launcher-assets\item-icons\minecolonies\eggplant.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:warped_stem	Warped Stem	minecraft	launcher-assets\item-icons\minecraft\warped_stem.png	1.20.1.jar
minecraft:spruce_button	Spruce Button	minecraft		1.20.1.jar
minecraft:music_disc_chirp	Music Disc	minecraft	launcher-assets\item-icons\minecraft\music_disc_chirp.png	1.20.1.jar
minecolonies:sifter_mesh_flint	Flint Mesh	minecolonies	launcher-assets\item-icons\minecolonies\sifter_mesh_flint.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecolonies:kimchi	Kimchi	minecolonies	launcher-assets\item-icons\minecolonies\kimchi.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
mca:divorce_papers	Papéis de divórcio	mca	launcher-assets\item-icons\mca\divorce_papers.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:engagement_ring_rg	Aliança de noivado de ouro rosa	mca	launcher-assets\item-icons\mca\engagement_ring_rg.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:nether_brick_stairs	Nether Brick Stairs	minecraft		1.20.1.jar
minecraft:beetroot_soup	Beetroot Soup	minecraft	launcher-assets\item-icons\minecraft\beetroot_soup.png	1.20.1.jar
minecolonies:blockhutblacksmith	Blacksmith's Hut	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
mca:villager_tracker_01	Villager Tracker 01	mca	launcher-assets\item-icons\mca\villager_tracker_01.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:lime_stained_glass	Lime Stained Glass	minecraft	launcher-assets\item-icons\minecraft\lime_stained_glass.png	1.20.1.jar
minecraft:chorus_fruit	Chorus Fruit	minecraft	launcher-assets\item-icons\minecraft\chorus_fruit.png	1.20.1.jar
domum_ornamentum:door/fancy/door_creeper_spec	Door Fancy Door Creeper Spec	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:cooked_beef	Steak	minecraft	launcher-assets\item-icons\minecraft\cooked_beef.png	1.20.1.jar
